Tick,Time,Source,Target,Edge_Type,Weight
9,12:00,Dave,BOB,SUSPICION,4.5
9,12:00,Mark,CEO VIX,TRUST,6.2
9,12:00,Mark,BOB,SUSPICION,4.5
9,12:00,Bob,CEO VIX,TRUST,7.6
9,12:00,Bob,ALICE,SUSPICION,2.0
9,12:00,Bob,MARK,SUSPICION,1.0
10,12:30,Dave,CEO VIX,TRUST,7.3
10,12:30,Dave,MARK,SUSPICION,2.0
10,12:30,Dave,BOB,SUSPICION,4.0
10,12:30,Mark,CEO VIX,TRUST,6.2
10,12:30,Mark,BOB,SUSPICION,6.0
10,12:30,Alice,CEO VIX,TRUST,6.5
10,12:30,Alice,BOB,SUSPICION,8.0
10,12:30,Bob,CEO VIX,TRUST,7.6
10,12:30,Bob,ALICE,SUSPICION,1.5
10,12:30,Bob,MARK,SUSPICION,0.5
11,13:00,Mark,CEO VIX,TRUST,6.2
11,13:00,Mark,BOB,SUSPICION,7.5
11,13:00,Bob,CEO VIX,TRUST,7.6
11,13:00,Bob,ALICE,SUSPICION,3.0
11,13:00,Dave,CEO VIX,TRUST,7.3
11,13:00,Dave,ALICE,SUSPICION,2.0
11,13:00,Dave,MARK,SUSPICION,1.5
11,13:00,Dave,BOB,SUSPICION,3.5
11,13:00,Alice,CEO VIX,TRUST,6.5
11,13:00,Alice,BOB,SUSPICION,9.5
12,13:30,Mark,CEO VIX,TRUST,6.5
12,13:30,Mark,ALICE,SUSPICION,2.0
12,13:30,Mark,BOB,SUSPICION,7.0
12,13:30,Bob,CEO VIX,TRUST,7.9
12,13:30,Bob,ALICE,SUSPICION,2.5
12,13:30,Alice,CEO VIX,TRUST,5.7
12,13:30,Alice,BOB,SUSPICION,10.0
12,13:30,Dave,CEO VIX,TRUST,7.6
12,13:30,Dave,ALICE,SUSPICION,1.5
12,13:30,Dave,MARK,SUSPICION,3.0
12,13:30,Dave,BOB,SUSPICION,3.0
13,14:00,Alice,CEO VIX,TRUST,5.7
13,14:00,Alice,BOB,SUSPICION,10.0
13,14:00,Dave,CEO VIX,TRUST,7.6
13,14:00,Dave,ALICE,SUSPICION,1.0
13,14:00,Dave,MARK,SUSPICION,2.5
13,14:00,Dave,BOB,SUSPICION,2.5
13,14:00,Mark,CEO VIX,TRUST,6.5
13,14:00,Mark,ALICE,SUSPICION,1.5
13,14:00,Mark,BOB,SUSPICION,6.5
13,14:00,Bob,CEO VIX,TRUST,7.9
13,14:00,Bob,DAVE,SUSPICION,2.0
13,14:00,Bob,ALICE,SUSPICION,2.0
14,14:30,Bob,CEO VIX,TRUST,7.9
14,14:30,Bob,DAVE,SUSPICION,1.5
14,14:30,Bob,ALICE,SUSPICION,1.5
14,14:30,Dave,CEO VIX,TRUST,7.6
14,14:30,Dave,ALICE,SUSPICION,0.5
14,14:30,Dave,MARK,SUSPICION,2.0
14,14:30,Dave,BOB,SUSPICION,2.0
14,14:30,Mark,CEO VIX,TRUST,6.5
14,14:30,Mark,ALICE,SUSPICION,1.0
14,14:30,Mark,BOB,SUSPICION,8.0
14,14:30,Alice,CEO VIX,TRUST,5.7
14,14:30,Alice,BOB,SUSPICION,10.0
15,15:00,Mark,CEO VIX,TRUST,6.5
15,15:00,Mark,ALICE,SUSPICION,0.5
15,15:00,Mark,BOB,SUSPICION,9.5
15,15:00,Alice,CEO VIX,TRUST,5.7
15,15:00,Alice,BOB,SUSPICION,10.0
15,15:00,Dave,CEO VIX,TRUST,7.6
15,15:00,Dave,MARK,SUSPICION,1.5
15,15:00,Dave,BOB,SUSPICION,1.5
15,15:00,Bob,CEO VIX,TRUST,7.9
15,15:00,Bob,DAVE,SUSPICION,1.0
15,15:00,Bob,ALICE,SUSPICION,1.0
16,15:30,Bob,CEO VIX,TRUST,7.9
16,15:30,Bob,DAVE,SUSPICION,0.5
16,15:30,Bob,ALICE,SUSPICION,0.5
16,15:30,Alice,CEO VIX,TRUST,5.7
16,15:30,Alice,BOB,SUSPICION,10.0
16,15:30,Dave,CEO VIX,TRUST,7.6
16,15:30,Dave,MARK,SUSPICION,1.0
16,15:30,Dave,BOB,SUSPICION,3.0
16,15:30,Mark,CEO VIX,TRUST,6.5
16,15:30,Mark,BOB,SUSPICION,10.0
17,16:00,Bob,CEO VIX,TRUST,7.9
17,16:00,Mark,CEO VIX,TRUST,6.5
17,16:00,Mark,BOB,SUSPICION,10.0
17,16:00,Alice,CEO VIX,TRUST,5.7
17,16:00,Alice,BOB,SUSPICION,10.0
17,16:00,Dave,CEO VIX,TRUST,7.6
17,16:00,Dave,MARK,SUSPICION,0.5
17,16:00,Dave,BOB,SUSPICION,4.5
18,16:30,Alice,CEO VIX,TRUST,5.7
18,16:30,Alice,BOB,SUSPICION,10.0
18,16:30,Dave,CEO VIX,TRUST,7.6
18,16:30,Dave,BOB,SUSPICION,6.0
18,16:30,Mark,CEO VIX,TRUST,6.5
18,16:30,Mark,BOB,SUSPICION,10.0
18,16:30,Bob,CEO VIX,TRUST,7.9
18,16:30,Bob,MARK,SUSPICION,2.0
19,17:00,Dave,CEO VIX,TRUST,7.6
19,17:00,Dave,BOB,SUSPICION,5.5
19,17:00,Bob,CEO VIX,TRUST,7.9
19,17:00,Bob,MARK,SUSPICION,1.5
19,17:00,Mark,CEO VIX,TRUST,6.5
19,17:00,Mark,BOB,SUSPICION,10.0
19,17:00,Alice,CEO VIX,TRUST,5.7
19,17:00,Alice,BOB,SUSPICION,10.0
20,17:30,Dave,CEO VIX,TRUST,7.6
20,17:30,Dave,BOB,SUSPICION,5.0
20,17:30,Mark,CEO VIX,TRUST,6.5
20,17:30,Mark,BOB,SUSPICION,10.0
20,17:30,Alice,CEO VIX,TRUST,5.7
20,17:30,Alice,BOB,SUSPICION,10.0
20,17:30,Bob,CEO VIX,TRUST,7.9
20,17:30,Bob,MARK,SUSPICION,1.0
21,18:00,Mark,CEO VIX,TRUST,6.5
21,18:00,Mark,BOB,SUSPICION,10.0
21,18:00,Bob,CEO VIX,TRUST,7.9
21,18:00,Bob,MARK,SUSPICION,2.5
21,18:00,Dave,CEO VIX,TRUST,7.6
21,18:00,Dave,BOB,SUSPICION,6.5
21,18:00,Alice,CEO VIX,TRUST,5.7
21,18:00,Alice,BOB,SUSPICION,10.0
22,08:00,Bob,CEO VIX,TRUST,7.9
22,08:00,Bob,MARK,SUSPICION,2.0
22,08:00,Mark,CEO VIX,TRUST,6.5
22,08:00,Mark,BOB,SUSPICION,10.0
22,08:00,Dave,CEO VIX,TRUST,7.6
22,08:00,Dave,BOB,SUSPICION,6.0
22,08:00,Alice,CEO VIX,TRUST,5.7
22,08:00,Alice,BOB,SUSPICION,10.0
23,08:30,Mark,CEO VIX,TRUST,6.5
23,08:30,Mark,BOB,SUSPICION,10.0
23,08:30,Bob,CEO VIX,TRUST,7.9
23,08:30,Bob,ALICE,SUSPICION,2.0
23,08:30,Bob,MARK,SUSPICION,1.5
23,08:30,Alice,CEO VIX,TRUST,5.7
23,08:30,Alice,BOB,SUSPICION,10.0
23,08:30,Dave,CEO VIX,TRUST,7.6
23,08:30,Dave,ALICE,SUSPICION,2.0
23,08:30,Dave,BOB,SUSPICION,5.5
24,09:00,Dave,CEO VIX,TRUST,7.6
24,09:00,Dave,ALICE,SUSPICION,1.5
24,09:00,Dave,MARK,SUSPICION,2.0
24,09:00,Dave,BOB,SUSPICION,5.0
24,09:00,Alice,CEO VIX,TRUST,5.7
24,09:00,Alice,BOB,SUSPICION,10.0
24,09:00,Mark,CEO VIX,TRUST,6.5
24,09:00,Mark,BOB,SUSPICION,10.0
24,09:00,Bob,CEO VIX,TRUST,7.9
24,09:00,Bob,ALICE,SUSPICION,1.5
24,09:00,Bob,MARK,SUSPICION,1.0
25,09:30,Dave,CEO VIX,TRUST,7.6
25,09:30,Dave,ALICE,SUSPICION,1.0
25,09:30,Dave,MARK,SUSPICION,1.5
25,09:30,Dave,BOB,SUSPICION,6.5
25,09:30,Alice,CEO VIX,TRUST,5.7
25,09:30,Alice,BOB,SUSPICION,10.0
25,09:30,Mark,CEO VIX,TRUST,6.5
25,09:30,Mark,BOB,SUSPICION,10.0
25,09:30,Bob,CEO VIX,TRUST,7.9
25,09:30,Bob,ALICE,SUSPICION,1.0
25,09:30,Bob,MARK,SUSPICION,0.5
26,10:00,Alice,CEO VIX,TRUST,5.7
26,10:00,Alice,BOB,SUSPICION,10.0
26,10:00,Mark,CEO VIX,TRUST,6.5
26,10:00,Mark,BOB,SUSPICION,10.0
26,10:00,Dave,CEO VIX,TRUST,7.6
26,10:00,Dave,ALICE,SUSPICION,0.5
26,10:00,Dave,MARK,SUSPICION,1.0
26,10:00,Dave,BOB,SUSPICION,8.0
26,10:00,Bob,CEO VIX,TRUST,7.9
26,10:00,Bob,ALICE,SUSPICION,0.5
27,10:30,Dave,CEO VIX,TRUST,7.6
27,10:30,Dave,MARK,SUSPICION,0.5
27,10:30,Dave,BOB,SUSPICION,9.5
27,10:30,Alice,CEO VIX,TRUST,5.7
27,10:30,Alice,BOB,SUSPICION,10.0
27,10:30,Mark,CEO VIX,TRUST,6.5
27,10:30,Mark,BOB,SUSPICION,10.0
27,10:30,Bob,CEO VIX,TRUST,7.9
28,11:00,Dave,CEO VIX,TRUST,7.6
28,11:00,Dave,BOB,SUSPICION,10.0
28,11:00,Mark,CEO VIX,TRUST,6.5
28,11:00,Mark,BOB,SUSPICION,10.0
28,11:00,Bob,CEO VIX,TRUST,7.9
28,11:00,Bob,DAVE,SUSPICION,2.0
28,11:00,Alice,CEO VIX,TRUST,5.7
28,11:00,Alice,BOB,SUSPICION,10.0
29,11:30,Mark,CEO VIX,TRUST,6.5
29,11:30,Mark,BOB,SUSPICION,10.0
29,11:30,Dave,CEO VIX,TRUST,7.6
29,11:30,Dave,BOB,SUSPICION,10.0
29,11:30,Alice,CEO VIX,TRUST,5.7
29,11:30,Alice,BOB,SUSPICION,10.0
29,11:30,Bob,CEO VIX,TRUST,7.9
29,11:30,Bob,DAVE,SUSPICION,1.5
30,12:00,Dave,CEO VIX,TRUST,7.6
30,12:00,Dave,BOB,SUSPICION,10.0
30,12:00,Alice,CEO VIX,TRUST,5.7
30,12:00,Alice,BOB,SUSPICION,10.0
30,12:00,Mark,CEO VIX,TRUST,6.5
30,12:00,Mark,BOB,SUSPICION,10.0
30,12:00,Bob,CEO VIX,TRUST,7.9
30,12:00,Bob,DAVE,SUSPICION,1.0
31,12:30,Mark,CEO VIX,TRUST,6.5
31,12:30,Mark,BOB,SUSPICION,10.0
31,12:30,Bob,CEO VIX,TRUST,7.9
31,12:30,Bob,DAVE,SUSPICION,0.5
31,12:30,Alice,CEO VIX,TRUST,5.7
31,12:30,Alice,BOB,SUSPICION,10.0
31,12:30,Dave,CEO VIX,TRUST,7.6
31,12:30,Dave,BOB,SUSPICION,10.0
32,13:00,Mark,CEO VIX,TRUST,6.5
32,13:00,Mark,BOB,SUSPICION,10.0
32,13:00,Dave,CEO VIX,TRUST,7.6
32,13:00,Dave,BOB,SUSPICION,10.0
32,13:00,Alice,CEO VIX,TRUST,5.7
32,13:00,Alice,BOB,SUSPICION,10.0
32,13:00,Bob,CEO VIX,TRUST,7.9
32,13:00,Bob,DAVE,SUSPICION,2.0
33,13:30,Dave,CEO VIX,TRUST,7.6
33,13:30,Dave,BOB,SUSPICION,10.0
33,13:30,Mark,CEO VIX,TRUST,6.5
33,13:30,Mark,BOB,SUSPICION,10.0
33,13:30,Alice,CEO VIX,TRUST,5.7
33,13:30,Alice,BOB,SUSPICION,10.0
33,13:30,Bob,CEO VIX,TRUST,7.9
33,13:30,Bob,DAVE,SUSPICION,1.5
34,14:00,Mark,CEO VIX,TRUST,6.5
34,14:00,Mark,BOB,SUSPICION,10.0
34,14:00,Dave,CEO VIX,TRUST,7.6
34,14:00,Dave,BOB,SUSPICION,10.0
34,14:00,Bob,CEO VIX,TRUST,7.9
34,14:00,Bob,DAVE,SUSPICION,3.0
34,14:00,Alice,CEO VIX,TRUST,5.7
34,14:00,Alice,BOB,SUSPICION,10.0
35,14:30,Mark,CEO VIX,TRUST,6.5
35,14:30,Mark,BOB,SUSPICION,10.0
35,14:30,Alice,CEO VIX,TRUST,5.7
35,14:30,Alice,BOB,SUSPICION,10.0
35,14:30,Dave,CEO VIX,TRUST,7.6
35,14:30,Dave,BOB,SUSPICION,10.0
35,14:30,Bob,CEO VIX,TRUST,7.9
35,14:30,Bob,DAVE,SUSPICION,4.5
36,15:00,Mark,CEO VIX,TRUST,6.5
36,15:00,Mark,BOB,SUSPICION,10.0
36,15:00,Bob,CEO VIX,TRUST,7.9
36,15:00,Bob,DAVE,SUSPICION,6.0
36,15:00,Alice,CEO VIX,TRUST,5.7
36,15:00,Alice,BOB,SUSPICION,10.0
36,15:00,Dave,CEO VIX,TRUST,7.6
36,15:00,Dave,BOB,SUSPICION,9.5
37,15:30,Bob,CEO VIX,TRUST,7.9
37,15:30,Bob,DAVE,SUSPICION,7.5
37,15:30,Mark,CEO VIX,TRUST,6.5
37,15:30,Mark,BOB,SUSPICION,10.0
37,15:30,Dave,CEO VIX,TRUST,7.6
37,15:30,Dave,BOB,SUSPICION,10.0
37,15:30,Alice,CEO VIX,TRUST,5.7
37,15:30,Alice,BOB,SUSPICION,9.5
38,16:00,Dave,CEO VIX,TRUST,7.6
38,16:00,Dave,BOB,SUSPICION,10.0
38,16:00,Mark,CEO VIX,TRUST,6.5
38,16:00,Mark,BOB,SUSPICION,10.0
38,16:00,Alice,CEO VIX,TRUST,5.7
38,16:00,Alice,BOB,SUSPICION,10.0
38,16:00,Bob,CEO VIX,TRUST,7.9
38,16:00,Bob,DAVE,SUSPICION,9.0
39,16:30,Mark,CEO VIX,TRUST,6.5
39,16:30,Mark,BOB,SUSPICION,10.0
39,16:30,Bob,CEO VIX,TRUST,7.9
39,16:30,Bob,DAVE,SUSPICION,10.0
39,16:30,Dave,CEO VIX,TRUST,7.6
39,16:30,Dave,BOB,SUSPICION,10.0
39,16:30,Alice,CEO VIX,TRUST,5.7
39,16:30,Alice,BOB,SUSPICION,9.5
40,17:00,Dave,CEO VIX,TRUST,7.6
40,17:00,Dave,BOB,SUSPICION,10.0
40,17:00,Bob,CEO VIX,TRUST,7.9
40,17:00,Bob,DAVE,SUSPICION,10.0
40,17:00,Alice,CEO VIX,TRUST,5.7
40,17:00,Alice,BOB,SUSPICION,10.0
40,17:00,Mark,CEO VIX,TRUST,6.5
40,17:00,Mark,BOB,SUSPICION,10.0
41,17:30,Dave,CEO VIX,TRUST,7.6
41,17:30,Dave,BOB,SUSPICION,10.0
41,17:30,Mark,CEO VIX,TRUST,6.5
41,17:30,Mark,BOB,SUSPICION,10.0
41,17:30,Bob,CEO VIX,TRUST,7.9
41,17:30,Bob,DAVE,SUSPICION,10.0
41,17:30,Alice,CEO VIX,TRUST,5.7
41,17:30,Alice,BOB,SUSPICION,10.0
42,18:00,Alice,CEO VIX,TRUST,5.7
42,18:00,Alice,BOB,SUSPICION,10.0
42,18:00,Bob,CEO VIX,TRUST,7.9
42,18:00,Bob,DAVE,SUSPICION,10.0
42,18:00,Dave,CEO VIX,TRUST,7.6
42,18:00,Dave,BOB,SUSPICION,10.0
42,18:00,Mark,CEO VIX,TRUST,6.5
42,18:00,Mark,BOB,SUSPICION,9.5
43,08:00,Dave,CEO VIX,TRUST,7.6
43,08:00,Dave,BOB,SUSPICION,10.0
43,08:00,Bob,CEO VIX,TRUST,7.9
43,08:00,Bob,DAVE,SUSPICION,10.0
43,08:00,Mark,CEO VIX,TRUST,6.5
43,08:00,Mark,BOB,SUSPICION,10.0
43,08:00,Alice,CEO VIX,TRUST,5.7
43,08:00,Alice,BOB,SUSPICION,10.0
44,08:30,Mark,CEO VIX,TRUST,6.5
44,08:30,Mark,BOB,SUSPICION,10.0
44,08:30,Dave,CEO VIX,TRUST,7.6
44,08:30,Dave,BOB,SUSPICION,10.0
44,08:30,Alice,CEO VIX,TRUST,5.7
44,08:30,Alice,BOB,SUSPICION,10.0
44,08:30,Bob,CEO VIX,TRUST,7.9
44,08:30,Bob,DAVE,SUSPICION,10.0
45,09:00,Mark,CEO VIX,TRUST,6.5
45,09:00,Mark,BOB,SUSPICION,10.0
45,09:00,Alice,CEO VIX,TRUST,5.7
45,09:00,Alice,BOB,SUSPICION,10.0
45,09:00,Bob,CEO VIX,TRUST,7.9
45,09:00,Bob,DAVE,SUSPICION,10.0
45,09:00,Dave,CEO VIX,TRUST,7.6
45,09:00,Dave,BOB,SUSPICION,10.0
46,09:30,Dave,CEO VIX,TRUST,7.6
46,09:30,Dave,BOB,SUSPICION,10.0
46,09:30,Bob,CEO VIX,TRUST,7.9
46,09:30,Bob,DAVE,SUSPICION,10.0
46,09:30,Mark,CEO VIX,TRUST,6.5
46,09:30,Mark,BOB,SUSPICION,10.0
46,09:30,Alice,CEO VIX,TRUST,5.7
46,09:30,Alice,BOB,SUSPICION,10.0
47,10:00,Bob,CEO VIX,TRUST,7.9
47,10:00,Bob,DAVE,SUSPICION,10.0
47,10:00,Mark,CEO VIX,TRUST,6.5
47,10:00,Mark,BOB,SUSPICION,10.0
47,10:00,Alice,CEO VIX,TRUST,5.7
47,10:00,Alice,BOB,SUSPICION,10.0
47,10:00,Dave,CEO VIX,TRUST,7.6
47,10:00,Dave,BOB,SUSPICION,10.0
48,10:30,Mark,CEO VIX,TRUST,6.5
48,10:30,Mark,BOB,SUSPICION,10.0
48,10:30,Bob,CEO VIX,TRUST,7.9
48,10:30,Bob,DAVE,SUSPICION,10.0
48,10:30,Alice,CEO VIX,TRUST,5.7
48,10:30,Alice,BOB,SUSPICION,10.0
48,10:30,Dave,CEO VIX,TRUST,7.6
48,10:30,Dave,BOB,SUSPICION,9.5
49,11:00,Alice,CEO VIX,TRUST,5.7
49,11:00,Alice,BOB,SUSPICION,10.0
49,11:00,Dave,CEO VIX,TRUST,7.6
49,11:00,Dave,BOB,SUSPICION,10.0
49,11:00,Mark,CEO VIX,TRUST,6.5
49,11:00,Mark,BOB,SUSPICION,10.0
49,11:00,Bob,CEO VIX,TRUST,7.9
49,11:00,Bob,DAVE,SUSPICION,10.0
50,11:30,Bob,CEO VIX,TRUST,7.9
50,11:30,Bob,DAVE,SUSPICION,10.0
50,11:30,Dave,CEO VIX,TRUST,7.6
50,11:30,Dave,BOB,SUSPICION,10.0
50,11:30,Alice,CEO VIX,TRUST,5.7
50,11:30,Alice,BOB,SUSPICION,9.5
50,11:30,Mark,CEO VIX,TRUST,6.5
50,11:30,Mark,BOB,SUSPICION,10.0
51,12:00,Mark,CEO VIX,TRUST,6.5
51,12:00,Mark,BOB,SUSPICION,10.0
51,12:00,Dave,CEO VIX,TRUST,7.6
51,12:00,Dave,BOB,SUSPICION,10.0
51,12:00,Bob,CEO VIX,TRUST,7.9
51,12:00,Bob,DAVE,SUSPICION,10.0
51,12:00,Alice,CEO VIX,TRUST,5.7
51,12:00,Alice,BOB,SUSPICION,9.0
52,12:30,Bob,CEO VIX,TRUST,7.9
52,12:30,Bob,DAVE,SUSPICION,10.0
52,12:30,Mark,CEO VIX,TRUST,6.5
52,12:30,Mark,BOB,SUSPICION,10.0
52,12:30,Alice,CEO VIX,TRUST,5.7
52,12:30,Alice,BOB,SUSPICION,10.0
52,12:30,Dave,CEO VIX,TRUST,7.6
52,12:30,Dave,BOB,SUSPICION,9.5
53,13:00,Mark,CEO VIX,TRUST,6.5
53,13:00,Mark,BOB,SUSPICION,10.0
53,13:00,Dave,CEO VIX,TRUST,7.6
53,13:00,Dave,BOB,SUSPICION,10.0
53,13:00,Alice,CEO VIX,TRUST,5.7
53,13:00,Alice,BOB,SUSPICION,10.0
53,13:00,Bob,CEO VIX,TRUST,7.9
53,13:00,Bob,DAVE,SUSPICION,10.0
54,13:30,Bob,CEO VIX,TRUST,7.9
54,13:30,Bob,DAVE,SUSPICION,10.0
54,13:30,Alice,CEO VIX,TRUST,5.7
54,13:30,Alice,BOB,SUSPICION,10.0
54,13:30,Dave,CEO VIX,TRUST,7.6
54,13:30,Dave,BOB,SUSPICION,10.0
54,13:30,Mark,CEO VIX,TRUST,6.5
54,13:30,Mark,BOB,SUSPICION,10.0
55,14:00,Bob,CEO VIX,TRUST,7.9
55,14:00,Bob,DAVE,SUSPICION,10.0
55,14:00,Mark,CEO VIX,TRUST,6.5
55,14:00,Mark,BOB,SUSPICION,10.0
55,14:00,Dave,CEO VIX,TRUST,7.6
55,14:00,Dave,BOB,SUSPICION,10.0
55,14:00,Alice,CEO VIX,TRUST,5.7
55,14:00,Alice,BOB,SUSPICION,10.0
56,14:30,Mark,CEO VIX,TRUST,6.5
56,14:30,Mark,BOB,SUSPICION,10.0
56,14:30,Dave,CEO VIX,TRUST,7.6
56,14:30,Dave,BOB,SUSPICION,10.0
56,14:30,Bob,CEO VIX,TRUST,7.9
56,14:30,Bob,DAVE,SUSPICION,10.0
56,14:30,Alice,CEO VIX,TRUST,5.7
56,14:30,Alice,BOB,SUSPICION,10.0
57,15:00,Dave,CEO VIX,TRUST,7.6
57,15:00,Dave,BOB,SUSPICION,10.0
57,15:00,Mark,CEO VIX,TRUST,6.5
57,15:00,Mark,BOB,SUSPICION,10.0
57,15:00,Alice,CEO VIX,TRUST,5.7
57,15:00,Alice,BOB,SUSPICION,10.0
57,15:00,Bob,CEO VIX,TRUST,7.9
57,15:00,Bob,DAVE,SUSPICION,9.5
58,15:30,Bob,CEO VIX,TRUST,7.9
58,15:30,Bob,DAVE,SUSPICION,10.0
58,15:30,Mark,CEO VIX,TRUST,6.5
58,15:30,Mark,BOB,SUSPICION,10.0
58,15:30,Alice,CEO VIX,TRUST,5.7
58,15:30,Alice,BOB,SUSPICION,10.0
58,15:30,Dave,CEO VIX,TRUST,7.6
58,15:30,Dave,BOB,SUSPICION,10.0
59,16:00,Dave,CEO VIX,TRUST,7.6
59,16:00,Dave,BOB,SUSPICION,10.0
59,16:00,Alice,CEO VIX,TRUST,5.7
59,16:00,Alice,BOB,SUSPICION,10.0
59,16:00,Mark,CEO VIX,TRUST,6.5
59,16:00,Mark,BOB,SUSPICION,10.0
59,16:00,Bob,CEO VIX,TRUST,7.9
59,16:00,Bob,DAVE,SUSPICION,10.0
60,16:30,Dave,CEO VIX,TRUST,7.6
60,16:30,Dave,BOB,SUSPICION,10.0
60,16:30,Bob,CEO VIX,TRUST,7.9
60,16:30,Bob,DAVE,SUSPICION,10.0
60,16:30,Mark,CEO VIX,TRUST,6.5
60,16:30,Mark,BOB,SUSPICION,10.0
60,16:30,Alice,CEO VIX,TRUST,5.7
60,16:30,Alice,BOB,SUSPICION,10.0
61,17:00,Mark,CEO VIX,TRUST,6.5
61,17:00,Mark,BOB,SUSPICION,10.0
61,17:00,Dave,CEO VIX,TRUST,7.6
61,17:00,Dave,BOB,SUSPICION,10.0
61,17:00,Bob,CEO VIX,TRUST,7.9
61,17:00,Bob,DAVE,SUSPICION,10.0
61,17:00,Alice,CEO VIX,TRUST,5.7
61,17:00,Alice,BOB,SUSPICION,10.0
62,17:30,Mark,CEO VIX,TRUST,6.5
62,17:30,Mark,BOB,SUSPICION,10.0
62,17:30,Bob,CEO VIX,TRUST,7.9
62,17:30,Bob,DAVE,SUSPICION,10.0
62,17:30,Dave,CEO VIX,TRUST,7.6
62,17:30,Dave,BOB,SUSPICION,10.0
62,17:30,Alice,CEO VIX,TRUST,5.7
62,17:30,Alice,BOB,SUSPICION,10.0
63,18:00,Mark,CEO VIX,TRUST,6.5
63,18:00,Mark,BOB,SUSPICION,10.0
63,18:00,Bob,CEO VIX,TRUST,7.9
63,18:00,Bob,DAVE,SUSPICION,10.0
63,18:00,Dave,CEO VIX,TRUST,7.6
63,18:00,Dave,BOB,SUSPICION,10.0
63,18:00,Alice,CEO VIX,TRUST,5.7
63,18:00,Alice,BOB,SUSPICION,10.0
64,08:00,Mark,CEO VIX,TRUST,6.5
64,08:00,Mark,BOB,SUSPICION,10.0
64,08:00,Dave,CEO VIX,TRUST,7.6
